Time Stamp, Pressure [Pa], SystemState, Alarm State 
Thu 2020-05-07 02:04:50.750 CEST,17157338,13,1
Thu 2020-05-07 02:04:51.0 CEST,17175542,13,1
Thu 2020-05-07 02:04:51.250 CEST,17193029,13,1
Thu 2020-05-07 02:04:51.500 CEST,17211761,13,1
Thu 2020-05-07 02:04:51.750 CEST,17229056,13,1
Thu 2020-05-07 02:04:52.0 CEST,17246375,13,1
Thu 2020-05-07 02:04:52.250 CEST,17264139,13,1
Thu 2020-05-07 02:04:52.500 CEST,17283086,13,1
Thu 2020-05-07 02:04:52.750 CEST,17300342,13,1
Thu 2020-05-07 02:04:53.0 CEST,17317896,13,1
Thu 2020-05-07 02:04:53.250 CEST,17335468,13,1
Thu 2020-05-07 02:04:53.500 CEST,17354040,13,1
Thu 2020-05-07 02:04:53.750 CEST,17373200,13,1
Thu 2020-05-07 02:04:54.0 CEST,17390676,13,1
Thu 2020-05-07 02:04:54.250 CEST,17410070,13,1
Thu 2020-05-07 02:04:54.500 CEST,17427562,13,1
Thu 2020-05-07 02:04:54.750 CEST,17445146,13,1
Thu 2020-05-07 02:04:55.0 CEST,17464756,13,1
Thu 2020-05-07 02:04:55.250 CEST,17482796,13,1
Thu 2020-05-07 02:04:55.500 CEST,17501759,13,1
Thu 2020-05-07 02:04:55.750 CEST,17519323,13,1
Thu 2020-05-07 02:04:56.0 CEST,17538163,13,1
Thu 2020-05-07 02:04:56.250 CEST,17557212,13,1
Thu 2020-05-07 02:04:56.500 CEST,17575787,13,1
Thu 2020-05-07 02:04:56.750 CEST,17594402,13,1
Thu 2020-05-07 02:04:57.0 CEST,17613700,13,1
Thu 2020-05-07 02:04:57.250 CEST,17632311,13,1
Thu 2020-05-07 02:04:57.500 CEST,17650175,13,1
Thu 2020-05-07 02:04:57.750 CEST,17668080,13,1
Thu 2020-05-07 02:04:58.0 CEST,17686251,13,1
Thu 2020-05-07 02:04:58.250 CEST,17703999,13,1
Thu 2020-05-07 02:04:58.500 CEST,17722456,13,1
Thu 2020-05-07 02:04:58.750 CEST,17741969,13,1
Thu 2020-05-07 02:04:59.0 CEST,17759880,13,1
Thu 2020-05-07 02:04:59.250 CEST,17777754,13,1
Thu 2020-05-07 02:04:59.500 CEST,17797184,13,1
Thu 2020-05-07 02:04:59.750 CEST,17815446,13,1
Thu 2020-05-07 02:05:00.0 CEST,17833651,13,1
Thu 2020-05-07 02:05:00.250 CEST,17852604,13,1
Thu 2020-05-07 02:05:00.500 CEST,17871072,13,1
Thu 2020-05-07 02:05:00.750 CEST,17889319,13,1
Thu 2020-05-07 02:05:01.0 CEST,17908305,13,1
Thu 2020-05-07 02:05:01.250 CEST,17927778,13,1
Thu 2020-05-07 02:05:01.500 CEST,17948028,13,1
Thu 2020-05-07 02:05:01.750 CEST,17967306,13,1
Thu 2020-05-07 02:05:02.0 CEST,17986560,13,1
Thu 2020-05-07 02:05:02.250 CEST,18006627,13,2
Thu 2020-05-07 02:05:02.500 CEST,18025786,13,2
Thu 2020-05-07 02:05:02.750 CEST,18044520,13,2
Thu 2020-05-07 02:05:03.0 CEST,18064871,13,2
Thu 2020-05-07 02:05:03.250 CEST,18083244,13,2
Thu 2020-05-07 02:05:03.500 CEST,18102168,13,2
Thu 2020-05-07 02:05:03.750 CEST,18121556,13,2
Thu 2020-05-07 02:05:04.0 CEST,18141112,13,2
Thu 2020-05-07 02:05:04.250 CEST,18160718,13,2
Thu 2020-05-07 02:05:04.500 CEST,18181236,13,2
Thu 2020-05-07 02:05:04.750 CEST,18199741,13,2
Thu 2020-05-07 02:05:05.0 CEST,18220419,13,2
Thu 2020-05-07 02:05:05.250 CEST,18240799,13,2
Thu 2020-05-07 02:05:05.500 CEST,18261581,13,2
Thu 2020-05-07 02:05:05.750 CEST,18282372,13,2
Thu 2020-05-07 02:05:06.0 CEST,18302851,13,2
Thu 2020-05-07 02:05:06.250 CEST,18322012,13,2
Thu 2020-05-07 02:05:06.500 CEST,18341775,13,2
Thu 2020-05-07 02:05:06.750 CEST,18361999,13,2
Thu 2020-05-07 02:05:07.0 CEST,18380839,13,2
Thu 2020-05-07 02:05:07.250 CEST,18399846,13,2
Thu 2020-05-07 02:05:07.500 CEST,18420517,13,2
Thu 2020-05-07 02:05:07.750 CEST,18439721,13,2
Thu 2020-05-07 02:05:08.0 CEST,18459376,13,2
Thu 2020-05-07 02:05:08.250 CEST,18480182,13,2
Thu 2020-05-07 02:05:08.500 CEST,18499273,13,2
Thu 2020-05-07 02:05:08.750 CEST,18519526,13,2
Thu 2020-05-07 02:05:09.0 CEST,18538989,13,2
Thu 2020-05-07 02:05:09.250 CEST,18559887,13,2
Thu 2020-05-07 02:05:09.500 CEST,18580946,13,2
Thu 2020-05-07 02:05:09.750 CEST,18601164,13,2
Thu 2020-05-07 02:05:10.0 CEST,18621637,13,2
Thu 2020-05-07 02:05:10.250 CEST,18641335,13,2
Thu 2020-05-07 02:05:10.500 CEST,18662141,13,2
Thu 2020-05-07 02:05:10.750 CEST,18682389,13,2
Thu 2020-05-07 02:05:11.0 CEST,18701823,13,2
Thu 2020-05-07 02:05:11.250 CEST,18722886,13,2
Thu 2020-05-07 02:05:11.500 CEST,18743829,13,2
Thu 2020-05-07 02:05:11.750 CEST,18764533,13,2
Thu 2020-05-07 02:05:12.0 CEST,18784487,13,2
Thu 2020-05-07 02:05:12.250 CEST,18804769,13,2
Thu 2020-05-07 02:05:12.500 CEST,18825172,13,2
Thu 2020-05-07 02:05:12.750 CEST,18844569,13,2
Thu 2020-05-07 02:05:13.0 CEST,18864404,13,2
Thu 2020-05-07 02:05:13.250 CEST,18884734,13,2
Thu 2020-05-07 02:05:13.500 CEST,18906440,13,2
Thu 2020-05-07 02:05:13.750 CEST,18927809,13,2
Thu 2020-05-07 02:05:14.0 CEST,18948763,13,2
Thu 2020-05-07 02:05:14.250 CEST,18969267,13,2
Thu 2020-05-07 02:05:14.500 CEST,18989864,13,2
Thu 2020-05-07 02:05:14.750 CEST,19011036,13,2
Thu 2020-05-07 02:05:15.0 CEST,19031460,13,2
Thu 2020-05-07 02:05:15.250 CEST,19051213,13,2
Thu 2020-05-07 02:05:15.500 CEST,19072447,13,2
Thu 2020-05-07 02:05:15.750 CEST,19093355,13,2
Thu 2020-05-07 02:05:16.0 CEST,19114715,13,2
Thu 2020-05-07 02:05:16.250 CEST,19136249,13,2
Thu 2020-05-07 02:05:16.500 CEST,19156190,13,2
Thu 2020-05-07 02:05:16.750 CEST,19177729,13,2
Thu 2020-05-07 02:05:17.0 CEST,19198883,13,2
Thu 2020-05-07 02:05:17.250 CEST,19220978,13,2
Thu 2020-05-07 02:05:17.500 CEST,19241401,13,2
Thu 2020-05-07 02:05:17.750 CEST,19263631,13,2
Thu 2020-05-07 02:05:18.0 CEST,19285999,13,2
Thu 2020-05-07 02:05:18.250 CEST,19307774,13,2
Thu 2020-05-07 02:05:18.500 CEST,19328368,13,2
Thu 2020-05-07 02:05:18.750 CEST,19350658,13,2
Thu 2020-05-07 02:05:19.0 CEST,19371991,13,2
Thu 2020-05-07 02:05:19.250 CEST,19394396,13,2
Thu 2020-05-07 02:05:19.500 CEST,19415392,13,2
Thu 2020-05-07 02:05:19.750 CEST,19437055,13,2
Thu 2020-05-07 02:05:20.0 CEST,19458123,13,2
Thu 2020-05-07 02:05:20.250 CEST,19480275,13,2
Thu 2020-05-07 02:05:20.500 CEST,19502060,13,2
Thu 2020-05-07 02:05:20.750 CEST,19523659,13,2
Thu 2020-05-07 02:05:21.0 CEST,19544408,13,2
Thu 2020-05-07 02:05:21.250 CEST,19566138,13,2
Thu 2020-05-07 02:05:21.500 CEST,19587315,13,2
Thu 2020-05-07 02:05:21.750 CEST,19609165,13,2
Thu 2020-05-07 02:05:22.0 CEST,19631515,13,2
Thu 2020-05-07 02:05:22.250 CEST,19653813,13,2
Thu 2020-05-07 02:05:22.500 CEST,19674493,13,2
Thu 2020-05-07 02:05:22.750 CEST,19695332,13,2
Thu 2020-05-07 02:05:23.0 CEST,19717385,13,2
Thu 2020-05-07 02:05:23.250 CEST,19739707,13,2
Thu 2020-05-07 02:05:23.500 CEST,19761834,13,2
Thu 2020-05-07 02:05:23.750 CEST,19783197,13,2
Thu 2020-05-07 02:05:24.0 CEST,19804538,13,2
Thu 2020-05-07 02:05:24.250 CEST,19826899,13,2
Thu 2020-05-07 02:05:24.500 CEST,19847664,13,2
Thu 2020-05-07 02:05:24.750 CEST,19869958,13,2
Thu 2020-05-07 02:05:25.0 CEST,19891783,13,2
Thu 2020-05-07 02:05:25.250 CEST,19912713,13,2
Thu 2020-05-07 02:05:25.500 CEST,19934984,13,2
Thu 2020-05-07 02:05:25.750 CEST,19956459,13,2
Thu 2020-05-07 02:05:26.0 CEST,19979254,13,2
Thu 2020-05-07 02:05:26.250 CEST,20001745,13,2
Thu 2020-05-07 02:05:26.500 CEST,20023142,13,2
Thu 2020-05-07 02:05:26.750 CEST,20044437,13,2
Thu 2020-05-07 02:05:27.0 CEST,20066905,13,2
Thu 2020-05-07 02:05:27.250 CEST,20089242,13,2
Thu 2020-05-07 02:05:27.500 CEST,20112115,13,2
Thu 2020-05-07 02:05:27.750 CEST,20135538,13,2
Thu 2020-05-07 02:05:28.0 CEST,20157485,13,2
Thu 2020-05-07 02:05:28.250 CEST,20179571,13,2
Thu 2020-05-07 02:05:28.500 CEST,20201992,13,2
Thu 2020-05-07 02:05:28.750 CEST,20224022,13,2
Thu 2020-05-07 02:05:29.0 CEST,20247142,13,2
Thu 2020-05-07 02:05:29.250 CEST,20270015,13,2
Thu 2020-05-07 02:05:29.500 CEST,20293576,13,2
Thu 2020-05-07 02:05:29.750 CEST,20316297,13,2
Thu 2020-05-07 02:05:30.0 CEST,20338691,13,2
Thu 2020-05-07 02:05:30.250 CEST,20360124,13,2
Thu 2020-05-07 02:05:30.500 CEST,20383248,13,2
Thu 2020-05-07 02:05:30.750 CEST,20406793,13,2
Thu 2020-05-07 02:05:31.0 CEST,20429617,13,2
Thu 2020-05-07 02:05:31.250 CEST,20451942,13,2
Thu 2020-05-07 02:05:31.500 CEST,20475860,13,2
Thu 2020-05-07 02:05:31.750 CEST,20499006,13,2
Thu 2020-05-07 02:05:32.0 CEST,20522644,13,2
Thu 2020-05-07 02:05:32.250 CEST,20546686,13,2
Thu 2020-05-07 02:05:32.500 CEST,20569053,13,2
Thu 2020-05-07 02:05:32.750 CEST,20590977,13,2
Thu 2020-05-07 02:05:33.0 CEST,20614782,13,2
Thu 2020-05-07 02:05:33.250 CEST,20638223,13,2
Thu 2020-05-07 02:05:33.500 CEST,20660832,13,2
Thu 2020-05-07 02:05:33.750 CEST,20684211,13,2
Thu 2020-05-07 02:05:34.0 CEST,20706892,13,2
Thu 2020-05-07 02:05:34.250 CEST,20730019,13,2
Thu 2020-05-07 02:05:34.500 CEST,20753347,13,2
Thu 2020-05-07 02:05:34.750 CEST,20777558,13,2
Thu 2020-05-07 02:05:35.0 CEST,20801617,13,2
Thu 2020-05-07 02:05:35.250 CEST,20824419,13,2
Thu 2020-05-07 02:05:35.500 CEST,20848188,13,2
Thu 2020-05-07 02:05:35.750 CEST,20870734,13,2
Thu 2020-05-07 02:05:36.0 CEST,20894098,13,2
Thu 2020-05-07 02:05:36.250 CEST,20916768,13,2
Thu 2020-05-07 02:05:36.500 CEST,20939761,13,2
Thu 2020-05-07 02:05:36.750 CEST,20962666,13,2
Thu 2020-05-07 02:05:37.0 CEST,20987002,13,2
Thu 2020-05-07 02:05:37.250 CEST,21009917,13,2
Thu 2020-05-07 02:05:37.500 CEST,21034274,13,2
Thu 2020-05-07 02:05:37.750 CEST,21056869,13,2
Thu 2020-05-07 02:05:38.0 CEST,21079454,13,2
Thu 2020-05-07 02:05:38.250 CEST,21102740,13,2
Thu 2020-05-07 02:05:38.500 CEST,21127056,13,2
Thu 2020-05-07 02:05:38.750 CEST,21150611,13,2
Thu 2020-05-07 02:05:39.0 CEST,21174339,13,2
Thu 2020-05-07 02:05:39.250 CEST,21198696,13,2
Thu 2020-05-07 02:05:39.500 CEST,21221488,13,2
Thu 2020-05-07 02:05:39.750 CEST,21244914,13,2
Thu 2020-05-07 02:05:40.0 CEST,21269343,13,2
Thu 2020-05-07 02:05:40.250 CEST,21292468,13,2
Thu 2020-05-07 02:05:40.500 CEST,21315754,13,2
Thu 2020-05-07 02:05:40.750 CEST,21339492,13,2
Thu 2020-05-07 02:05:41.0 CEST,21364369,13,2
Thu 2020-05-07 02:05:41.250 CEST,21388109,13,2
Thu 2020-05-07 02:05:41.500 CEST,21413040,13,2
Thu 2020-05-07 02:05:41.750 CEST,21435982,13,2
Thu 2020-05-07 02:05:42.0 CEST,21461038,13,2
Thu 2020-05-07 02:05:42.250 CEST,21485055,13,2
Thu 2020-05-07 02:05:42.500 CEST,21509901,13,2
Thu 2020-05-07 02:05:42.750 CEST,21534278,13,2
Thu 2020-05-07 02:05:43.0 CEST,21559165,13,2
Thu 2020-05-07 02:05:43.250 CEST,21583416,13,2
Thu 2020-05-07 02:05:43.500 CEST,21607910,13,2
Thu 2020-05-07 02:05:43.750 CEST,21631300,13,2
Thu 2020-05-07 02:05:44.0 CEST,21655732,13,2
Thu 2020-05-07 02:05:44.250 CEST,21681135,13,2
Thu 2020-05-07 02:05:44.500 CEST,21705315,13,2
Thu 2020-05-07 02:05:44.750 CEST,21729101,13,2
Thu 2020-05-07 02:05:45.0 CEST,21752406,13,2
Thu 2020-05-07 02:05:45.250 CEST,21776335,13,2
Thu 2020-05-07 02:05:45.500 CEST,21800479,13,2
Thu 2020-05-07 02:05:45.750 CEST,21826066,13,2
Thu 2020-05-07 02:05:46.0 CEST,21850983,13,2
Thu 2020-05-07 02:05:46.250 CEST,21874713,13,2
Thu 2020-05-07 02:05:46.500 CEST,21899094,13,2
Thu 2020-05-07 02:05:46.750 CEST,21922949,13,2
Thu 2020-05-07 02:05:47.0 CEST,21948178,13,2
Thu 2020-05-07 02:05:47.250 CEST,21972899,13,2
Thu 2020-05-07 02:05:47.500 CEST,21997261,13,2
Thu 2020-05-07 02:05:47.750 CEST,22022004,13,2
Thu 2020-05-07 02:05:48.0 CEST,22046870,13,2
Thu 2020-05-07 02:05:48.250 CEST,22071507,13,2
Thu 2020-05-07 02:05:48.500 CEST,22096946,13,2
Thu 2020-05-07 02:05:48.750 CEST,22121215,13,2
Thu 2020-05-07 02:05:49.0 CEST,22146924,13,2
Thu 2020-05-07 02:05:49.250 CEST,22172194,13,2
Thu 2020-05-07 02:05:49.500 CEST,22196675,13,2
Thu 2020-05-07 02:05:49.750 CEST,22221843,13,2
Thu 2020-05-07 02:05:50.0 CEST,22245937,13,2
Thu 2020-05-07 02:05:50.250 CEST,22272005,13,2
Thu 2020-05-07 02:05:50.500 CEST,22296295,13,2
Thu 2020-05-07 02:05:50.750 CEST,22321955,13,2
Thu 2020-05-07 02:05:51.0 CEST,22346957,13,2
Thu 2020-05-07 02:05:51.250 CEST,22372794,13,2
Thu 2020-05-07 02:05:51.500 CEST,22398868,13,2
Thu 2020-05-07 02:05:51.750 CEST,22425294,13,2
Thu 2020-05-07 02:05:52.0 CEST,22450657,13,2
Thu 2020-05-07 02:05:52.250 CEST,22475002,13,2
Thu 2020-05-07 02:05:52.500 CEST,22499274,13,2
Thu 2020-05-07 02:05:52.750 CEST,22524373,13,2
Thu 2020-05-07 02:05:53.0 CEST,22549048,13,2
Thu 2020-05-07 02:05:53.250 CEST,22574268,13,2
Thu 2020-05-07 02:05:53.500 CEST,22599326,13,2
Thu 2020-05-07 02:05:53.750 CEST,22625224,13,2
Thu 2020-05-07 02:05:54.0 CEST,22650449,13,2
Thu 2020-05-07 02:05:54.250 CEST,22676567,13,2
Thu 2020-05-07 02:05:54.500 CEST,22702531,13,2
Thu 2020-05-07 02:05:54.750 CEST,22727200,13,2
Thu 2020-05-07 02:05:55.0 CEST,22751788,13,2
Thu 2020-05-07 02:05:55.250 CEST,22778668,13,2
Thu 2020-05-07 02:05:55.500 CEST,22804167,13,2
Thu 2020-05-07 02:05:55.750 CEST,22830111,13,2
Thu 2020-05-07 02:05:56.0 CEST,22855250,13,2
Thu 2020-05-07 02:05:56.250 CEST,22880214,13,2
Thu 2020-05-07 02:05:56.500 CEST,22906823,13,2
Thu 2020-05-07 02:05:56.750 CEST,22931635,13,2
Thu 2020-05-07 02:05:57.0 CEST,22957767,13,2
Thu 2020-05-07 02:05:57.250 CEST,22984723,13,2
Thu 2020-05-07 02:05:57.500 CEST,23010536,13,2
Thu 2020-05-07 02:05:57.750 CEST,23037000,13,2
Thu 2020-05-07 02:05:58.0 CEST,23063830,13,2
Thu 2020-05-07 02:05:58.250 CEST,23090108,13,2
Thu 2020-05-07 02:05:58.500 CEST,23115539,13,2
Thu 2020-05-07 02:05:58.750 CEST,23140647,13,2
Thu 2020-05-07 02:05:59.0 CEST,23166006,13,2
Thu 2020-05-07 02:05:59.250 CEST,23191159,13,2
Thu 2020-05-07 02:05:59.500 CEST,23218273,13,2
Thu 2020-05-07 02:05:59.750 CEST,23244544,13,2
Thu 2020-05-07 02:06:00.0 CEST,23271961,13,2
Thu 2020-05-07 02:06:00.250 CEST,23299269,13,2
Thu 2020-05-07 02:06:00.500 CEST,23326529,13,2
Thu 2020-05-07 02:06:00.750 CEST,23352077,13,2
Thu 2020-05-07 02:06:01.0 CEST,23377594,13,2
Thu 2020-05-07 02:06:01.250 CEST,23403304,13,2
Thu 2020-05-07 02:06:01.500 CEST,23430512,13,2
Thu 2020-05-07 02:06:01.750 CEST,23456548,13,2
Thu 2020-05-07 02:06:02.0 CEST,23483638,13,2
Thu 2020-05-07 02:06:02.250 CEST,23510076,13,2
Thu 2020-05-07 02:06:02.500 CEST,23536415,13,2
Thu 2020-05-07 02:06:02.750 CEST,23563259,13,2
Thu 2020-05-07 02:06:03.0 CEST,23589310,13,2
Thu 2020-05-07 02:06:03.250 CEST,23616250,13,2
Thu 2020-05-07 02:06:03.500 CEST,23644109,13,2
Thu 2020-05-07 02:06:03.750 CEST,23670773,13,2
Thu 2020-05-07 02:06:04.0 CEST,23697684,13,2
Thu 2020-05-07 02:06:04.250 CEST,23725162,13,2
Thu 2020-05-07 02:06:04.500 CEST,23751579,13,2
Thu 2020-05-07 02:06:04.750 CEST,23777566,13,2
Thu 2020-05-07 02:06:05.0 CEST,23804477,13,2
Thu 2020-05-07 02:06:05.250 CEST,23831990,13,2
Thu 2020-05-07 02:06:05.500 CEST,23859255,13,2
Thu 2020-05-07 02:06:05.750 CEST,23885376,13,2
Thu 2020-05-07 02:06:06.0 CEST,23911515,13,2
Thu 2020-05-07 02:06:06.250 CEST,23939365,13,2
Thu 2020-05-07 02:06:06.500 CEST,23965714,13,2
Thu 2020-05-07 02:06:06.750 CEST,23991864,13,2
Thu 2020-05-07 02:06:07.0 CEST,24019486,13,2
Thu 2020-05-07 02:06:07.250 CEST,24047537,13,2
Thu 2020-05-07 02:06:07.500 CEST,24074949,13,2
Thu 2020-05-07 02:06:07.750 CEST,24102545,13,2
Thu 2020-05-07 02:06:08.0 CEST,24130429,13,2
Thu 2020-05-07 02:06:08.250 CEST,24157593,13,2
Thu 2020-05-07 02:06:08.500 CEST,24185598,13,2
Thu 2020-05-07 02:06:08.750 CEST,24213827,13,2
Thu 2020-05-07 02:06:09.0 CEST,24241061,13,2
Thu 2020-05-07 02:06:09.250 CEST,24268202,13,2
Thu 2020-05-07 02:06:09.500 CEST,24296763,13,2
Thu 2020-05-07 02:06:09.750 CEST,24323386,13,2
Thu 2020-05-07 02:06:10.0 CEST,24351630,13,2
Thu 2020-05-07 02:06:10.250 CEST,24378326,13,2
Thu 2020-05-07 02:06:10.500 CEST,24406394,13,2
Thu 2020-05-07 02:06:10.750 CEST,24434821,13,2
Thu 2020-05-07 02:06:11.0 CEST,24462993,13,2
Thu 2020-05-07 02:06:11.250 CEST,24491022,13,2
Thu 2020-05-07 02:06:11.500 CEST,24518182,13,2
Thu 2020-05-07 02:06:11.750 CEST,24547267,13,2
Thu 2020-05-07 02:06:12.0 CEST,24574342,13,2
Thu 2020-05-07 02:06:12.250 CEST,24601855,13,2
Thu 2020-05-07 02:06:12.500 CEST,24630831,13,2
Thu 2020-05-07 02:06:12.750 CEST,24658687,13,2
Thu 2020-05-07 02:06:13.0 CEST,24685586,13,2
Thu 2020-05-07 02:06:13.250 CEST,24713666,13,2
Thu 2020-05-07 02:06:13.500 CEST,24741851,13,2
Thu 2020-05-07 02:06:13.750 CEST,24771029,13,2
Thu 2020-05-07 02:06:14.0 CEST,24798700,13,2
Thu 2020-05-07 02:06:14.250 CEST,24826908,13,2
Thu 2020-05-07 02:06:14.500 CEST,24856312,13,2
Thu 2020-05-07 02:06:14.750 CEST,24885213,13,2
Thu 2020-05-07 02:06:15.0 CEST,24913080,13,2
Thu 2020-05-07 02:06:15.250 CEST,24941473,13,2
Thu 2020-05-07 02:06:15.500 CEST,24969077,13,2
Thu 2020-05-07 02:06:15.750 CEST,24996338,13,2
Thu 2020-05-07 02:06:16.0 CEST,25025337,13,2
Thu 2020-05-07 02:06:16.250 CEST,25054792,13,2
Thu 2020-05-07 02:06:16.500 CEST,25083659,13,2
Thu 2020-05-07 02:06:16.750 CEST,25111272,13,2
Thu 2020-05-07 02:06:17.0 CEST,25138776,13,2
Thu 2020-05-07 02:06:17.250 CEST,25167515,13,2
Thu 2020-05-07 02:06:17.500 CEST,25195430,13,2
Thu 2020-05-07 02:06:17.750 CEST,25224825,13,2
Thu 2020-05-07 02:06:18.0 CEST,25253874,13,2
Thu 2020-05-07 02:06:18.250 CEST,25283001,13,2
Thu 2020-05-07 02:06:18.500 CEST,25311969,13,2
Thu 2020-05-07 02:06:18.750 CEST,25339867,13,2
Thu 2020-05-07 02:06:19.0 CEST,25368103,13,2
Thu 2020-05-07 02:06:19.250 CEST,25397242,13,2
Thu 2020-05-07 02:06:19.500 CEST,25425238,13,2
Thu 2020-05-07 02:06:19.750 CEST,25453493,13,2
Thu 2020-05-07 02:06:20.0 CEST,25483056,13,2
Thu 2020-05-07 02:06:20.250 CEST,25510940,13,2
Thu 2020-05-07 02:06:20.500 CEST,25540331,13,2
Thu 2020-05-07 02:06:20.750 CEST,25569604,13,2
Thu 2020-05-07 02:06:21.0 CEST,25598345,13,2
Thu 2020-05-07 02:06:21.250 CEST,25626699,13,2
Thu 2020-05-07 02:06:21.500 CEST,25655895,13,2
Thu 2020-05-07 02:06:21.750 CEST,25684985,13,2
Thu 2020-05-07 02:06:22.0 CEST,25714626,13,2
Thu 2020-05-07 02:06:22.250 CEST,25743871,13,2
Thu 2020-05-07 02:06:22.500 CEST,25772472,13,2
Thu 2020-05-07 02:06:22.750 CEST,25802522,13,2
Thu 2020-05-07 02:06:23.0 CEST,25832669,13,2
Thu 2020-05-07 02:06:23.250 CEST,25861785,13,2
Thu 2020-05-07 02:06:23.500 CEST,25891974,13,2
Thu 2020-05-07 02:06:23.750 CEST,25921564,13,2
Thu 2020-05-07 02:06:24.0 CEST,25950108,13,2
Thu 2020-05-07 02:06:24.250 CEST,25979105,13,2
Thu 2020-05-07 02:06:24.500 CEST,26008614,13,2
Thu 2020-05-07 02:06:24.750 CEST,26039336,13,2
Thu 2020-05-07 02:06:25.0 CEST,26069311,13,2
Thu 2020-05-07 02:06:25.250 CEST,26099376,13,2
Thu 2020-05-07 02:06:25.500 CEST,26129700,13,2
Thu 2020-05-07 02:06:25.750 CEST,26158897,13,2
Thu 2020-05-07 02:06:26.0 CEST,26188228,13,2
Thu 2020-05-07 02:06:26.250 CEST,26217188,13,2
Thu 2020-05-07 02:06:26.500 CEST,26246319,13,2
Thu 2020-05-07 02:06:26.750 CEST,26275888,13,2
Thu 2020-05-07 02:06:27.0 CEST,26305955,13,2
Thu 2020-05-07 02:06:27.250 CEST,26335016,13,2
Thu 2020-05-07 02:06:27.500 CEST,26364739,13,2
Thu 2020-05-07 02:06:27.750 CEST,26394271,13,2
Thu 2020-05-07 02:06:28.0 CEST,26425449,13,2
Thu 2020-05-07 02:06:28.250 CEST,26454396,13,2
Thu 2020-05-07 02:06:28.500 CEST,26484965,13,2
Thu 2020-05-07 02:06:28.750 CEST,26514650,13,2
Thu 2020-05-07 02:06:29.0 CEST,26546050,13,2
Thu 2020-05-07 02:06:29.250 CEST,26575513,13,2
Thu 2020-05-07 02:06:29.500 CEST,26606351,13,2
Thu 2020-05-07 02:06:29.750 CEST,26636584,13,2
Thu 2020-05-07 02:06:30.0 CEST,26666851,13,2
Thu 2020-05-07 02:06:30.250 CEST,26697816,13,2
Thu 2020-05-07 02:06:30.500 CEST,26727627,13,2
Thu 2020-05-07 02:06:30.750 CEST,26757098,13,2
Thu 2020-05-07 02:06:31.0 CEST,26788602,13,2
Thu 2020-05-07 02:06:31.250 CEST,26818026,13,2
Thu 2020-05-07 02:06:31.500 CEST,26848441,13,2
Thu 2020-05-07 02:06:31.750 CEST,26879810,13,2
Thu 2020-05-07 02:06:32.0 CEST,26909516,13,2
Thu 2020-05-07 02:06:32.250 CEST,26941127,13,2
Thu 2020-05-07 02:06:32.500 CEST,26972470,13,2
Thu 2020-05-07 02:06:32.750 CEST,27003770,13,2
Thu 2020-05-07 02:06:33.0 CEST,27034193,13,2
Thu 2020-05-07 02:06:33.250 CEST,27064573,13,2
Thu 2020-05-07 02:06:33.500 CEST,27096149,13,2
Thu 2020-05-07 02:06:33.750 CEST,27126947,13,2
Thu 2020-05-07 02:06:34.0 CEST,27157297,13,2
Thu 2020-05-07 02:06:34.250 CEST,27189416,13,2
Thu 2020-05-07 02:06:34.500 CEST,27221161,13,2
Thu 2020-05-07 02:06:34.750 CEST,27252486,13,2
Thu 2020-05-07 02:06:35.0 CEST,27284538,13,2
Thu 2020-05-07 02:06:35.250 CEST,27314878,13,2
Thu 2020-05-07 02:06:35.500 CEST,27346538,13,2
Thu 2020-05-07 02:06:35.750 CEST,27378571,13,2
Thu 2020-05-07 02:06:36.0 CEST,27408593,13,2
Thu 2020-05-07 02:06:36.250 CEST,27439556,13,2
Thu 2020-05-07 02:06:36.500 CEST,27471938,13,2
Thu 2020-05-07 02:06:36.750 CEST,27504426,13,2
Thu 2020-05-07 02:06:37.0 CEST,27535882,13,2
Thu 2020-05-07 02:06:37.250 CEST,27567261,13,2
Thu 2020-05-07 02:06:37.500 CEST,27598542,13,2
Thu 2020-05-07 02:06:37.750 CEST,27630755,13,2
Thu 2020-05-07 02:06:38.0 CEST,27661154,13,2
Thu 2020-05-07 02:06:38.250 CEST,27693102,13,2
Thu 2020-05-07 02:06:38.500 CEST,27725608,13,2
Thu 2020-05-07 02:06:38.750 CEST,27758298,13,2
Thu 2020-05-07 02:06:39.0 CEST,27789987,13,2
Thu 2020-05-07 02:06:39.250 CEST,27820788,13,2
Thu 2020-05-07 02:06:39.500 CEST,27852692,13,2
Thu 2020-05-07 02:06:39.750 CEST,27884734,13,2
Thu 2020-05-07 02:06:40.0 CEST,27915356,13,2
Thu 2020-05-07 02:06:40.250 CEST,27946343,13,2
Thu 2020-05-07 02:06:40.500 CEST,27977390,13,2
Thu 2020-05-07 02:06:40.750 CEST,28008942,13,2
Thu 2020-05-07 02:06:41.0 CEST,28040781,13,2
Thu 2020-05-07 02:06:41.250 CEST,28073841,13,2
Thu 2020-05-07 02:06:41.500 CEST,28106595,13,2
Thu 2020-05-07 02:06:41.750 CEST,28138717,13,2
Thu 2020-05-07 02:06:42.0 CEST,28171391,13,2
Thu 2020-05-07 02:06:42.250 CEST,28203349,13,2
Thu 2020-05-07 02:06:42.500 CEST,28234656,13,2
Thu 2020-05-07 02:06:42.750 CEST,28266772,13,2
Thu 2020-05-07 02:06:43.0 CEST,28298826,13,2
